file,line_number,word
2,85,friend
2,85,or
2,85,foe
2,85,of
2,85,gifted
2,85,education
2,85,roeper
2,85,review
2,85,25
2,85,2
2,85,49
2,85,60
2,87,skerrett
2,87,a
2,87,hargreaves
2,87,a
2,87,2008
2,87,student
2,87,diversity
2,87,and
2,87,secondary
2,87,school
2,87,change
2,87,in
2,87,a
2,87,context
2,87,of
2,87,increasingly
2,87,standardized
2,87,reform
2,87,american
2,87,educational
2,87,research
2,87,journal
2,87,45
2,87,4
2,87,913
2,87,945
2,89,steele
2,89,c
2,89,m
2,89,aronson
2,89,j
2,89,1995
2,89,stereotype
2,89,threat
2,89,and
2,89,the
2,89,intellectual
2,89,test
2,89,performance
2,89,of
2,89,african
2,89,americans
2,89,journal
2,89,of
2,89,personality
2,89,and
2,89,social
2,89,psychology
2,89,69
2,89,5
2,89,797
2,89,811
3,1,intro
3,1,to
3,1,cultural
3,1,psychology
3,2,group
3,2,3
3,2,project
3,2,proposal
3,4,christian
3,4,fernandez
3,5,carolyn
3,5,kang
3,6,farah
3,6,taslima
3,7,richard
3,7,pham
3,8,david
3,8,smart
3,10,our
3,10,group
3,10,is
3,10,most
3,10,interested
3,10,in
3,10,the
3,10,problem
3,10,of
3,10,diversity
3,10,and
3,10,inclusion
3,10,in
3,10,the
3,10,work
3,10,force
3,10,when
3,10,we
3,10,say
3,10,diversity
3,10,we
3,10,not
3,10,only
3,10,mean
3,10,racial
3,10,diversity
3,10,but
3,10,also
3,10,diversity
3,10,of
3,10,gender
3,10,religion
3,10,etc
3,10,why
3,10,is
3,10,diversity
3,10,in
3,10,the
3,10,workplace
3,10,so
3,10,important
3,10,what
3,10,makes
3,10,a
3,10,work
3,10,setting
3,10,more
3,10,diverse
3,10,than
3,10,another
3,10,can
3,10,diversity
3,10,be
3,10,measured
3,10,in
3,10,ways
3,10,other
3,10,than
3,10,simply
3,10,meeting
3,10,a
3,10,quota
3,10,and
3,10,what
3,10,happens
3,10,after
3,10,this
3,10,quota
3,10,is
3,10,reached
3,10,a
3,10,business
3,10,or
3,10,company
3,10,may
3,10,have
3,10,reached
3,10,a
3,10,certain
3,10,diversity
3,10,quota
3,10,but
3,10,what
3,10,sort
3,10,of
3,10,programs
3,10,are
3,10,available
3,10,to
3,10,increase
3,10,inclusivity
3,10,and
3,10,cohesion
3,10,diversity
3,10,fosters
3,10,mutual
3,10,respect
3,10,amongst
3,10,coworkers
3,10,it
3,10,allows
3,10,for
3,10,people
3,10,from
3,10,all
3,10,backgrounds
3,10,experiences
3,10,and
3,10,mindsets
3,10,to
3,10,come
3,10,together
3,10,and
3,10,contribute
3,10,their
3,10,share
3,10,and
3,10,to
3,10,give
3,10,their
3,10,voice
3,10,having
3,10,a
3,10,diverse
3,10,workplace
3,10,also
3,10,aids
3,10,in
3,10,conflict
3,10,resolution
3,10,as
3,10,each
3,10,employee
3,10,recognizes
3,10,and
3,10,understands
3,10,each
3,10,others
3,10,differences
3,10,our
3,10,proposal
3,10,is
3,10,to
3,10,explore
3,10,diversity
3,10,within
3,10,a
3,10,media
3,10,or
3,10,technology
3,10,company
3,10,in
3,10,an
3,10,attempt
3,10,to
3,10,answer
3,10,some
3,10,of
3,10,these
3,10,questions
3,11,the
3,11,basis
3,11,for
3,11,our
3,11,project
3,11,is
3,11,surrounded
3,11,around
3,11,the
3,11,literature
3,11,regarding
3,11,google
3,11,s
3,11,recruitment
3,11,process
3,11,there
3,11,have
3,11,been
3,11,numerous
3,11,articles
3,11,about
3,11,google
3,11,developing
3,11,new
3,11,programs
3,11,to
3,11,recruit
3,11,diverse
3,11,individuals
3,11,to
3,11,join
3,11,their
3,11,team
3,11,some
3,11,of
3,11,the
3,11,things
3,11,we
3,11,wanted
3,11,to
3,11,consider
3,11,were
3,11,how
3,11,do
3,11,these
3,11,programs
3,11,benefit
3,11,the
3,11,overall
3,11,production
3,11,how
3,11,does
3,11,diversity
3,11,improve
3,11,the
3,11,general
3,11,employee
3,11,population
3,11,how
3,11,are
3,11,these
3,11,programs
3,11,actually
3,11,implemented
3,11,in
3,11,terms
3,11,of
3,11,increase
3,11,in
3,11,numbers
3,11,of
3,11,individuals
3,11,from
3,11,underrepresented
3,11,backgrounds
3,11,how
3,11,are
3,11,inclusion
3,11,programs
3,11,implemented
3,11,once
3,11,employees
3,11,join
3,11,the
3,11,workforce
3,11,we
3,11,want
3,11,to
3,11,understand
3,11,what
3,11,the
3,11,overall
3,11,benefit
3,11,is
3,11,of
3,11,having
3,11,inclusion
3,11,programs
3,11,to
3,11,the
3,11,google
3,11,organization
3,11,some
3,11,of
3,11,the
3,11,literature
3,11,we
3,11,looked
3,11,at
3,11,is
3,11,included
3,11,below
3,11,we
3,11,used
3,11,these
3,11,articles
3,11,to
3,11,help
3,11,us
3,11,better
3,11,understand
3,11,the
3,11,statistics
3,11,but
3,11,also
3,11,understand
3,11,the
3,11,overall
3,11,objectives
3,11,of
3,11,the
3,11,programs
3,12,the
3,12,basis
3,12,for
3,12,buzzfeed
3,12,is
3,12,similar
3,12,but
3,12,also
3,12,mainly
3,12,focusing
3,12,on
3,12,how
3,12,these
3,12,initiatives
3,12,present
3,12,themselves
3,12,in
3,12,the
3,12,articles
3,12,posted
3,12,on
3,12,the
3,12,website
3,12,buzzfeed
3,12,makes
3,12,a
3,12,point
3,12,of
3,12,displaying
3,12,inclusive
3,12,videos
3,12,and
3,12,articles
3,12,however
3,12,is
3,12,this
3,12,infact
3,12,represented
3,12,in
3,12,their
3,12,greater
3,12,staff
3,12,population
3,13,for
3,13,our
3,13,strategy
3,13,we
3,13,plan
3,13,to
3,13,gather
3,13,firsthand
3,13,information
3,13,through
3,13,interviews
3,13,and
3,13,a
3,13,visit
3,13,to
3,13,the
3,13,google
3,13,branch
3,13,here
3,13,in
3,13,manhattan
3,13,in
3,13,terms
3,13,of
3,13,interviews
3,13,we
3,13,are
3,13,aiming
3,13,to
3,13,contact
3,13,and
3,13,possibly
3,13,meet
3,13,with
3,13,regular
3,13,workers
3,13,and
3,13,hopefully
3,13,others
3,13,at
3,13,google
3,13,involved
3,13,in
3,13,their
3,13,diversity
3,13,project
3,13,and
3,13,outreach
3,13,program
3,13,by
3,13,speaking
3,13,to
3,13,regular
3,13,workers
3,13,we
3,13,hope
3,13,to
3,13,find
3,13,out
3,13,how
3,13,diversity
3,13,is
3,13,promoted
3,13,in
3,13,the
3,13,workplace
3,13,and
3,13,how
3,13,they
3,13,feel
3,13,it
3,13,makes
3,13,it
3,13,better
3,13,or
3,13,worse
3,13,we
3,13,would
3,13,like
3,13,to
3,13,interview
3,13,a
3,13,diversity
3,13,program
3,13,lead
3,13,and
3,13,hopefully
3,13,some
3,13,of
3,13,those
3,13,who
3,13,have
3,13,been
3,13,recruited
3,13,through
3,13,the
3,13,program
3,13,itself
3,13,in
3,13,doing
3,13,so
3,13,we
3,13,will
3,13,try
3,13,to
3,13,find
3,13,out
3,13,what
3,13,the
3,13,program
3,13,s
3,13,greater
3,13,purpose
3,13,is
3,13,and
3,13,what
3,13,about
3,13,it
3,13,brings
3,13,people
3,13,to
3,13,google
3,13,we
3,13,hope
3,13,to
3,13,achieve
3,13,most
3,13,of
3,13,this
3,13,at
3,13,a
3,13,site
3,13,visit
3,13,to
3,13,google
3,13,s
3,13,manhattan
3,13,branch
3,13,this
3,13,will
3,13,allow
3,13,us
3,13,to
3,13,get
3,13,a
3,13,feel
3,13,for
3,13,google
3,13,s
3,13,workplace
3,13,environment
3,13,and
3,13,enable
3,13,us
3,13,to
3,13,see
3,13,for
3,13,ourselves
3,13,how
3,13,they
3,13,strive
3,13,for
3,13,a
3,13,diverse
3,13,and
3,13,unbiased
3,13,workplace
3,14,google
3,14,appears
3,14,to
3,14,be
3,14,an
3,14,intriguing
3,14,case
3,14,study
3,14,because
3,14,of
3,14,its
3,14,heightened
3,14,presence
3,14,in
3,14,the
3,14,media
3,14,universities
3,14,and
3,14,our
3,14,daily
3,14,lives
3,14,the
3,14,image
3,14,that
3,14,google
3,14,portrays
3,14,of
3,14,itself
3,14,is
3,14,that
3,14,of
3,14,a
3,14,vibrant
3,14,colorful
3,14,and
3,14,innovative
3,14,tech
3,14,paradise
3,14,that
3,14,excludes
3,14,no
3,14,one
3,14,diversity
3,14,is
3,14,so
3,14,played
3,14,up
3,14,at
3,14,google
3,14,that
3,14,some
3,14,variant
3,14,of
3,14,what
3,14,does
3,14,diversity
3,14,mean
3,14,to
3,14,you
3,14,is
3,14,usually
3,14,included
3,14,on
3,14,each
3,14,of
3,14,its
3,14,job
3,14,applications
3,14,but
3,14,despite
3,14,all
3,14,of
3,14,the
3,14,diversity
3,14,recruiting
3,14,vibrant
3,14,and
3,14,collaborative
3,14,workspaces
3,14,and
3,14,on
3,14,the
3,14,job
3,14,diversity
3,14,organizations
3,14,google
3,14,remains
3,14,one
3,14,of
3,14,the
3,14,least
3,14,gender
3,14,diverse
3,14,and
3,14,ethnicity
3,14,diverse
3,14,of
3,14,the
3,14,major
3,14,tech
3,14,companies
3,14,ranked
3,14,8
3,14,out
3,14,of
3,14,9
3,14,by
3,14,fortune
3,14,we
3,14,want
3,14,to
3,14,explore
3,14,why
3,14,the
3,14,public
3,14,image
3,14,of
3,14,google
3,14,as
3,14,an
3,14,uber
3,14,diverse
3,14,and
3,14,welcoming
3,14,company
3,14,doesn
3,14,t
3,14,hold
3,14,up
3,14,to
3,14,its
3,14,numbers
3,14,are
3,14,the
3,14,diversity
3,14,programs
3,14,working
3,14,even
3,14,remotely
3,14,or
3,14,is
3,14,this
3,14,lack
3,14,of
3,14,diversity
3,14,rooted
3,14,a
3,14,larger
3,14,problem
3,14,concerning
3,14,google
3,14,s
3,14,role
3,14,in
3,14,the
3,14,field
3,14,of
3,14,technology
3,14,itself
3,14,this
3,14,investigation
3,14,is
3,14,sure
3,14,to
3,14,bring
3,14,interesting
3,14,evidence
3,14,to
3,14,light
3,15,for
3,15,our
3,15,backup
3,15,company
3,15,we
3,15,have
3,15,chosen
3,15,buzzfeed
3,15,we
3,15,did
3,15,so
3,15,after
3,15,agreeing
3,15,that
3,15,buzzfeed
3,15,seems
3,15,to
3,15,have
3,15,a
3,15,diverse
3,15,workforce
3,15,judging
3,15,from
3,15,the
3,15,content
3,15,of
3,15,their
3,15,that
3,15,we
3,15,have
3,15,seen
3,15,our
3,15,strategy
3,15,would
3,15,remain
3,15,the
3,15,same
3,15,in
3,15,that
3,15,we
3,15,would
3,15,reach
3,15,out
3,15,to
3,15,regular
3,15,workers
3,15,and
3,15,others
3,15,involved
3,15,in
3,15,diversity
3,15,programs
3,15,we
3,15,would
3,15,ask
3,15,regarding
3,15,whether
3,15,or
3,15,not
3,15,they
3,15,feel
3,15,as
3,15,if
3,15,buzzfeed
3,15,s
3,15,articles
3,15,and
3,15,videos
3,15,reflect
3,15,the
3,15,diversity
3,15,and
3,15,demographics
3,15,of
3,15,the
3,15,overall
3,15,staff
3,15,we
3,15,would
3,15,also
3,15,pose
3,15,a
3,15,broader
3,15,question
3,15,such
3,15,as
3,15,whether
3,15,or
3,15,not
3,15,a
